"masked_pin","period","tax_type","total_turnover","total_operating_expense","total_administrative_expenses","total_financial_expenses","total_other_expenses","gross_tax"
"2a7733bb983509b6b305bbf85d10ce5ea2443701f78a2636a6d6090c67f98c31","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,192029.00
"1c11a837a01aba438d0bae8ba17620da15194061abcdbdf6341279c1c6051187","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"84db3294734912d8f1b5783ddd3443b98c2d0657f28a7b666fd1b6c8a0fc44b4","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e0be059fe44c8a875768d6df0b22362a9c7ac6c7fac5b71b760b1ff98570a429,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,55732.00
"00124fd8997cd72d05a44d526f47c7223396580da94dc7e3f369ea891022183b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,121474.00
"000962d30b717560f1aaf873c46e8d7d295ab6ac1c58f3bfa802301bc6694ab7","2024",Income Tax - Resident Individual,1.00,0.00,0.00,0.00,0.00,333211.00
"0007ae2ff435390f9fb429408afa05caca3f84c6d33a247af9cce1f11030a6fc","2024",Income Tax - Resident Individual,92115.00,65000.00,0.00,4000.00,7762.00,470444.00
"0007ae2ff435390f9fb429408afa05caca3f84c6d33a247af9cce1f11030a6fc","2023",Income Tax - Resident Individual,84095.00,0.00,0.00,0.00,0.00,467780.00
"001aa43059b44ac9aedec49f7696a3f6a3d40cc5be9e9b336ef37b671012ca24","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001aa43059b44ac9aedec49f7696a3f6a3d40cc5be9e9b336ef37b671012ca24","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000962d30b717560f1aaf873c46e8d7d295ab6ac1c58f3bfa802301bc6694ab7","2023",Income Tax - Resident Individual,2962766.00,2560652.00,0.00,0.00,0.00,29235.00
"0019b4178b1ae99c566c46eb46b63c51f55866eeb6c455d538e07c5e449f8703","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0006ef381270f985c1371963ef506255f25b03feb7229b7f3ebdca597c199deb","2024",Income Tax - Resident Individual,40000.00,33333.00,0.00,0.00,0.00,519005.00
f67780b497ea054520d4e110a49341ae040132568671bc6789122a9d83f05cc1,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
a1140be82b0ae957e16f5b1379f2a463962f566486e7c5fcc3e7cac6e13522c9,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"292bba2dda5f0ec06bb3c44d4c26495381cd35988c82b07b8172a159e09d829e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,185645.00
"268341df27b7a8ca6a928e5e27ef91002c2e860c015cf9f915bf3c3df74a8e0c","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,11318.00
"78eed2c2ac69b6ba24c789f3a03825d3a0c604a80ee15201d836eebf6e8bfbd3","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
f532b2a28cc26f51df05635183707b1f4055f91f76b2c671cf728f015f2785af,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,34453.00
"300d0ffcd94dfca19af85605c05e2185c45cacc92a63746f92eacae640124acb","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,55968.00
edf86521369c8fa7c14ea1681e223f3ee53e2d011375c3393bff35938f2009cc,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,37601.00
"5933dbfcbac072026d37bde049a0ba77b0aec80b8294e35e0fddb89336affc72","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,94361.00
"916a1e1fc69a2fd3ab419af79505396b91c7d29dec5b3c82a1e2ce78bc2ca4d1","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,351039.00
f2a5f1bf6129937cadf468a66ca4c998718dfc41dc570a728a07477fea96e49f,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e4db582d6b7250f0ea639fad3f2d9b6fed030ff4cc59b4045c35c77961aec217,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,161933.00
"8636c2efe786f1eb1d7881c33b69d589841834c167205d487d221f4c8525c9fb","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,252491.00
"70402bf890e902e88e5f6eb8d91cb177bc15fa3348e6736639b91de5c2e7fc38","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1112250.00
"5e791862b1b8f4461d3613bdbdf6eab35995922449ba213e0432a6bd5895d599","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,204088.00
"8e4325930f5c54f632008dee5b3de46a3270569aee152ad4e679c14a1c33f69b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"8b1ba536cd6bbd2fd1c6d5a83cf33f8bb41eb7c09a9ac0047053fde08f1dd464","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1040593.00
dbedac2f49c4763bbe7b4da5e2bde88c7c7cfc4024575977cef37af0dffea324,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,527011.00
"9a1e6ed3893cceb8dabd11f337a2d44e8f60b181e6781c7b43f2033e149e0742","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"1cb5d9af6f244cba930c59eaf4e8b7deab5a3f65bed21cf650b8b343f013abad","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,143458.00
bbc96d3273a1d7750fd32c4b84d2182f460dcb35ce92ad600e550072ef40a531,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,283798.00
"787d0086604ce7f618a361aedcf2ce98d09045809550f82cbe818342e5474850","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,86522.00
"0006ef381270f985c1371963ef506255f25b03feb7229b7f3ebdca597c199deb","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,295638.00
"0018151529847f65a996140f6cdd20b352416cd7b9f5061cb6bc4253c6e33170","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0010d26d6240a642b7b6daff77c5f240e024f6a5de035cfb70540d4ccd55f6cd","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,29266.00
"001095f9948ca2bc684fc028d9dadcb615eda2c92dd271975c2ae4b35f2fab2b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0010d26d6240a642b7b6daff77c5f240e024f6a5de035cfb70540d4ccd55f6cd","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,32032.00
"00164a6adddabded73c9252f8d6618e81936689e4ec00ba7ac560ac039a2b2b3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,14255.00
"0009ea4d7eb93b382340ffa2ba7509cdabae7aa79541b447c1f278c9d8e958ce","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00164a6adddabded73c9252f8d6618e81936689e4ec00ba7ac560ac039a2b2b3","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,18400.00
"001b50551aba5ec8764218070ccce8bf6ad11550430d79514ffecef7aa3039e8","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,942.00
cc0f52041f2b8a2447f7aba0e5a923da2f807eabb534e89a28e58495dd69c86b,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,123830.00
"0577649aa972ebf70e1dbc1e7c7dea373ae428455e235a14542536dc37b3d330","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"2384ff4d3830b54e8c5c6709f5683890f1f0453903400d99ca75107e0ba5c450","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,5571.00
"0932c164b13d92ddb394fc093c05e1bdf18b7d245cbac283d83f6cf246bb75ba","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"3d4f893ba38ca06e5186ea1813e699f3b9eeb12c99a1dc3f5df12e4a6a19450b","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,120729.00
"37d6af7b1ea93ff1035bd159e1cbeca9fcfd7d77b676667de7e343db6c58c618","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,76276.00
"2bd07baa96c111b10ff2b5ddf59c3c9dd84abd661a5f4eae877a57721090ccb0","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"9c92080c2a278f0abe1e85a7dd30e39ab991ae299499c804557d05ddd83b59b7","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c7f44375b7a4bb4911669ffa1e2209dbf5098e8e826e0c9bc9030dcb872b9cd5,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,88672.00
"3bc6a351a273b789c0264069725b4608a5c2b4e1cae0fab0aacfa281285d8f38","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c22a24a189ab1b10241cf5ce47e4a1ae1e4870c263b2eb2c5c6b5e37ad6f1403,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001b50551aba5ec8764218070ccce8bf6ad11550430d79514ffecef7aa3039e8","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001b9e5f0c20f01b47ab3ec8b20058be231eb0024e1cd1e16264fd12bf21e1f7","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
cbaf5981e81099d99c4b9997717f50fd6678b249747fd01cea950ba0b17aacf6,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"84c185d1ecfa8d0c87ef49de704b0dacc876c9285f432de4399c6e75b8ef4fa2","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
be810d284feba72df16a57fa4f04cbb4e623b2c9bc908e5b2309b3ddf358a025,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,217248.00
"9fb0634c74400f6aee3ef3832abe24682175db2a3d10b74e29e2531cec5d9568","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,103309.00
"61897736502c2ca8d688269b3c1f55ad3f83bd2a69154b7c17e249030dc6fc04","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,340840.00
"0acd17f155d3a99848a62acd6621e414ff0bf22f760652d4ca1603c514badcb5","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"156bd7babfe1b0c09e1fb60ebdb7be9b5049374bdb5321e7f7fa5e2f785167b0","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,380200.00
"959b122593bb2bafe6f2083596da449cdad8b83327f190306d70500a25dd8d24","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c9a14713e81eacc0b1de1d4d670c0444b9f1cf4677fd4a7bf2963ec00c1c1671,"2023",Income Tax - Company,4288420.00,0.00,0.00,0.00,1715368.00,771915.60
b18e3cbfd33a78600bf4a4c1acef7f0f07bf2553e55fed82e40d4d1e18c668d7,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,72091.00
"0000997cc1eb31def5b48172af5c50a665e71fb30e188d77ba08393868554507","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00102766885afde10e3ba0ebc9e9772ee9ac0196fa48da18249fcc5ae075c5c0","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,510.00
"00102766885afde10e3ba0ebc9e9772ee9ac0196fa48da18249fcc5ae075c5c0","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000da139726a6e90a9a04d0302ca2420219cc6da1376ee57f507bce9f286e499","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,442623.00
"36579007bd8665c808da67b476323c755ecacceeb4a682b3358e5a50d2308c0d","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,219512.00
b9f5dc95443e9217e5e63e3e4eaeb34c633a2fc80ef301ad75d4b14a7d62d402,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,3000.00
"21b270f15249bd2ab2535eca586f51978a027e875c12c452ed9e1a4891d81b30","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,171006.00
"7569928cadcd8e544fe7afa44779c38d8eca7324ca5cc56fd1f61bb6dd4af9f1","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,61163.00
bcfe38c5c13547ead49073261b07a0cac2a539561fac201e9b6ae0a29e6da6b9,"2024",Income Tax - Company,38696228.00,0.00,0.00,0.00,35333610.00,1008785.40
b471c43ab8ea14af3dac289a0e4cf4a8bf5379e52bcd625c458abf8cfefc259b,"2024",Income Tax - Resident Individual,24000.00,12000.00,0.00,100.00,15000.00,0.00
"9c353f11cf1bcbcc6bf5c28d1d6f0cfea840fa615617249d5731f3bc5cbf5c0b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,448744.00
"17a28d20989a4aab1ce8ee4b30aaccf7f5bfad4c2bd5def17edef6e672fc33a8","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,224899.00
d81071218d6ca8da3f80d9659125d9a67830894b45a5f3d4c12dba52e8245b7a,"2024",Income Tax - Company,128822.00,24000.00,0.00,0.00,0.00,8394.60
eb2b5eed764dc75fb66767edb3a166f0e74df474c40da8935292aa7d5a2021f7,"2023",Income Tax - Company,15725169.93,64110.00,476532.60,16781.00,698500.00,22969.48
"98fa5efef0969399c379ff65ce31da70f467aca0b3f30c4d2b0233598bcc34c5","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0680dc3ab1f9fc9aadfd5c931d821d1b6570c86a67ba5b61da9ccea64c637e44","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"19073da4127650377d9736621a5782041712ecdd8e1ae44c4ae73de105d88f15","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,163962.00
b2e6c357ff46bef79d0e0b273787c16e2480b6d614b08beb90c3c51bc8ad64a0,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"04215e21f53e09ddf1aaadf50abb034b54310fd030163d0b4245a58587aadb02","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"556ce641b200a4aaa4b507d3d5e0d0c80fa6d56f52a3376e8844f31f3a278424","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,30620.00
a6778d8064cbccf1f9b955d71b2df40837215fb30a517321873c82143caeb24d,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"38a892fe341e6bea390e98d005221b217e5fd0584671033aaffd351a39f2d7a0","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,238067.00
c24a4e3de2cfc2aab36f62aee25bc97315361056b2e03c5782550cf8fdfdbe8a,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,336257.00
"4709f0784a0d9823de5868dbee25c9d041b9c7ce76ad4cdb21d1fe6d3ebf198a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,103929.00
e1d3012cdac6737b1a9cbca8690435b86e5ece508402896631ad0d705dbff214,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,15909.00
"000371bede80a10204875253b3b08e7a32ac8dac1d0568dea6c3c14b58e64056","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,24948.00
"001a2b7ba3eddd21bc7925013c38a26d52da00c2897b49137dc559f7fd3cf53a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,532173.00
"001a2b7ba3eddd21bc7925013c38a26d52da00c2897b49137dc559f7fd3cf53a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,631096.00
"000063c13bdfa0fd9cdf08e246bcf9aaa8b8de0f6365cd764125927d2d69e893","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,313345.00
"001b07b6a07832aa2a44d10752b89b2245bd45120735d53047723f4d4e5453c9","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,102221.00
"96ca7167a5da7b1ee479711666c027430ccb75fd301469532cb994f46e2797f5","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,24008.00
dcbdc6560c34166c725477118b3363b05cee296084ca557a99d78755bd91672d,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
fa1f64827200eaa5f0795b2016b5ed94b15551af239ec588d0004d22678c09e4,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"93730a412635c600c908bae3c86cc388f68d92c915c3b069faed22ef7314cef3","2023",Income Tax - Resident Individual,52500.00,52500.00,0.00,0.00,0.00,163191.00
"1d0512fbdc27d95a6345bb7cc2f964156c6494c8f57dec8c0def0ccb97c990e9","2023",Income Tax - Resident Individual,56700.00,47250.95,0.00,0.00,0.00,188760.00
"81b39744c98e27546b3409e45077fd97e953c2803a2894dcc285adc2d54494e1","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"208cc1674cbc818461bb2f8a004ae38812346466662f1c0036d55edf9bc037be","2024",Income Tax - Resident Individual,258235.85,18031.00,25667.00,42603.16,0.00,0.00
"22864b2f1d5841ebc5c5b9e861822df6062ebe71f6e483f3000aa52a89d26676","2024",Income Tax - Resident Individual,48200.00,40167.47,0.00,0.00,0.00,196925.00
"36cc415e14fd6d634a2067ab552437a5f4ffe566bf1ceec5fdbe445869ede787","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c796abb85415ddf92cdd394f306676ae7c440207b53388ff118a8f500d7ad659,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4f06413b987357778b628cda5ed36332b4f409db13c22775890bd7ed355bfa6f","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,507781.00
"9dd84de60d95dbf34a78794bdf8116b082bca633b3546f0d38ccabbf6aad8d60","2024",Income Tax - Resident Individual,348030.00,0.00,0.00,0.00,0.00,14840.00
"483bcff6f2a73590c858322344be0dd5426b949070b0e24335c2eae935fb2a53","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"48e18d05714c3c6f5aaa0b1858d44315034438f4a7acd123722015733d11fc1a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
ee26894eef17858f0ab4f9ec0f2c5660edbcf868b471deb3cc8acf6f7ae96f5b,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"75fd9b5eeb7c4a2b82abd9d927bc41c56abe1b6bb256a2dce199428f9fedcc73","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,95890.00
"0015f50abbd07b7c6dbd6ca40d848df3ea5f446ae013303a08baada192985edb","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000063c13bdfa0fd9cdf08e246bcf9aaa8b8de0f6365cd764125927d2d69e893","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,335429.00
"0016a48d5910e4716c1e2e08b5be8027000cf7cfd2645d00ab942081c532f1a4","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001732a8f962599b9248f519a600d7ad5d3bfdd8e0cef7dcdf05a8cb851bd698","2023",Income Tax - Company,133356185.00,100465278.00,61316680.66,1064751.00,208641.00,1921903.00
"00112388f16f80597b7b18362fa843d4aab44b87012c0d04f873e2a0b32e9286","2023",Income Tax - Resident Individual,48147.00,0.00,0.00,0.00,0.00,162193.00
"00112388f16f80597b7b18362fa843d4aab44b87012c0d04f873e2a0b32e9286","2024",Income Tax - Resident Individual,56860.00,0.00,0.00,0.00,47300.00,171746.00
"001b07b6a07832aa2a44d10752b89b2245bd45120735d53047723f4d4e5453c9","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00168f2914d803fd69b55c0fedc1412b3d3791d4bdaaa8da0cf24335ad210e18","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001732a8f962599b9248f519a600d7ad5d3bfdd8e0cef7dcdf05a8cb851bd698","2024",Income Tax - Company,164424835.00,18760781.00,58691292.00,25233727.00,20374333.00,7005947.25
"00067745908f620b849c6eb24e26ebbfd69db981791e2c9522ce1c2baebcf4d5","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,3160.00
ee36cc63adfbc6dc0bfd00535f70e951d4cc612eaa69556c6fd964feeb8d190b,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,5807212.00
"4957df5d5e411c0f61cca1fe296bcdc240fc6a3397d4752a6cbda614a574da83","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,487786.00
"1075868fff2fd48e0ea1ce6a899a5cd76b3c3b6576aa0ffe45f695dbde136e69","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"5abbbb726cf051fa370f048edc06e3ae58666dff9012dc8214cd98f105d98bd6","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,64010.00
"260ffb24cd13e51f5ea821722f1cfa886f61e8b20b3a3ce1a697148e5d6fb04b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"8d2e594e2da1b9d3b828792ee75171795d42bb8731dca974bdbef86aa28fca6d","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,60846.00
"76f2582a84b93af27a8c62956cd40140a37e36818246bd7d81862d8e08b02520","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"449f6725af366ec03199313bb630cbc2cfcee0acc10911655e744442a2a7820a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
de770630d4e2179e114d7671773bdb6cef3616cb726cbabc35578efaacbefc29,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
df67b65b179a5eb771bcda5a1e85be0cfcfefec934dc7af060198e5f717cff14,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"35e7230a8c86d1cb9f6b3fcffdd56492184ee5f674c2eb0df3fce484aa81dde4","2024",Income Tax - Company,0.00,34800.00,881145.00,24503.00,45480.00,0.00
"25e93dda8aa6f9ea7c27ee1d2e6c3842e655f435254584897d24240fe7b1fd2e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000d7a6c038a8fff728f299d5b7472b01b7fef591327550763819c600c622ab2","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,163131.00
"00067745908f620b849c6eb24e26ebbfd69db981791e2c9522ce1c2baebcf4d5","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,6968.00
"001ae902683ac3286ad7229f73adc4f7609ae5109ad5e57539736568efaf0fba","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000d7a6c038a8fff728f299d5b7472b01b7fef591327550763819c600c622ab2","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,142822.00
"000f325b1c11c6b664ec5a0d78605b6d1eff87b93fb6ca2cb0ceb270aefd7a7e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1035185.00
"000f325b1c11c6b664ec5a0d78605b6d1eff87b93fb6ca2cb0ceb270aefd7a7e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,991993.00
"0007f53d1cef2cabffb56a5adbcc6fac306173ed5861618ab94d7e1ab546d423","2023",Income Tax - Company,7617169.00,55990.00,24963.00,31336.00,1277273.00,0.00
"0007f53d1cef2cabffb56a5adbcc6fac306173ed5861618ab94d7e1ab546d423","2024",Income Tax - Company,4024184.00,50170.00,35650.00,20620.00,1189410.00,0.00
"000409e6b8ca3fb5f56ee0e9cb3dc94dd1a2312c6597f05eda214f2ad6b3b661","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0002d6ff59c77dff456f2aa0ee09aae88e8972bac341b219d9fa443aa30483f9","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,111614.00
"000ac097e77fc5759a90526f758001609ef19ac4ab3e04338cfb5f098539191c","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,113147.00
e66a35aa864c43c4114d0a6e0bfbe74e526eedf0831f3fe2b80f5dc891c075a2,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,52938.00
"4d4d18a4bb43f198e2cb07f36ef3f3fde853249720950cd7bb18cea79434ad55","2023",Income Tax - Partnership,2042456.01,35000.00,10000.00,0.00,120000.00,0.00
cce823de67febb50fa5963aa603680ef57424a214661eb1b3a1bbeb841d04d4a,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,88983.00
"7decb883bf3b5291292e1531cbb01392ce482dda4fd54baa48f101ef98cb4fa4","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,416609.00
bb5e5d84ddcd92d6d1f851e355022d4fad4276610f7d1be62f5a29ae06e64bbc,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,12457.00
"488e211a0b97e9d30985df212229d106a58667a78e665aa364f3e854e28004fb","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"868523bb5aa824c45a2d55d83bf328e9e16d58b5ae488ae128bd2560e1a02388","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,61594.00
feaa1195c2aa544a6ede0fdb20d9d0906d852b933c34c4c558e387bb1601ffe7,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"6b3c733545517b94e562f91402fd4b32e7938fdc96798579645a4e368732fb64","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,491579.00
"48f8ff1ef6f733df46d0e92ea5d1cb4e8011bda1e7c6362261bf0da6e5d83023","2023",Income Tax - Resident Individual,657450.00,389000.00,212407.38,0.00,0.00,85374.00
"228f11ce78ee3e224ff22fc49edf7712fcb6e172a62637ed586fe44c7848d489","2023",Income Tax - Resident Individual,127644.84,0.00,0.00,0.00,0.00,0.00
ac228747052f75fa6fd1ad6930b704eaeae7c767cb532c8b25c075b9d493cf75,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4f2d619af6265e4821397da3bb7fce3aa59071a020c6e13155d80df9cc3bd3fa","2023",Income Tax - Resident Individual,16192011.00,25000.00,864396.00,0.00,1493257.00,126166.00
"000409e6b8ca3fb5f56ee0e9cb3dc94dd1a2312c6597f05eda214f2ad6b3b661","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0012e78601aaf81e7edf0f9aa7d7e370c5c7ef510728475425b2ad3d6c07ab89","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000d31bec03e0388da2e8f26efd705153c513d997b43213857055746c851c99b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00168f2ac3c4340991b71e9a2c1b1720cd39b27aeb295cd0eae08522a4acd10c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0012e78601aaf81e7edf0f9aa7d7e370c5c7ef510728475425b2ad3d6c07ab89","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,2556.00
