"masked_pin","period","tax_type","total_turnover","total_operating_expense","total_administrative_expenses","total_financial_expenses","total_other_expenses","gross_tax"
"883880df5d16dbc6ace057900bed8b91894911e40cd09f2eee70171663eddcd6","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,232248.00
"33e0553b077f90a6269009b274fdd16bb2f80d3fc571a6478d136070c3bd3d27","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"62773c8d9d0af93176cace2cbe8b102738c71048f8f96d77db2dca2523b30cbc","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,364796.00
ca83b6d4330f3ce1660660a873c51e8b80d8e23e28a032304f250e9178a05a01,"2023",Income Tax - Partnership,62028469.00,3788931.00,655453.00,18236.00,1172910.00,0.00
"30f99718b4ab70a2787596f39dc38f6e6cd609e804f6ed785201d88c7ed0f2f9","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"84382efc0d2c76324d3806fbf18d6b366236dbc1301ab9305002acbb422fa9d5","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,320887.00
"439d5b91f6b4817cbe3316e0be11b39e1d0c257c535f0fe8a276cdc664d0b38d","2024",Income Tax - Company,1548000.00,208711.00,50331.00,7293.00,0.00,0.00
"3dc603f5bb2fad893062dcc5ab4d0ac0b7b2052474ca6f485818106205dca1a6","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
eeb7bf79a6ffeb24eaa8e1475953c8a4d140a4ee1ddbdad446008cff8c9e8720,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"37a865ac204f29f23630d7a7130fb21f6d22db47248be77dd6befd13e96bedf5","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,389756.00
fa69e1cbe33ba9d95dfc785008f1ac0309a64b3fcf6a8f860b351232e79e729c,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0d4a948482fda83556c9de28bb02a22db94952f5b272d64d29ed06fac03cab4f","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1000.00
"000b9cfe4f873ce513c49830b688c37d34429c4c787aaf53dabeba97e78e47dc","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,601088.00
"0006382c07732d7657c9757a19032c842a5cd01839889a420cb6ffbcd863bcac","2023",Income Tax - Company,9325242.00,71920.00,29302.00,11878.00,984066.00,1020824.88
"0019ca271f31f83b78e576837e1bc28ac0082f592d2079290ded38d1d0a2cd99","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000b9cfe4f873ce513c49830b688c37d34429c4c787aaf53dabeba97e78e47dc","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,564884.00
"0013f578c613cfffab5e45ac8cbdb5040d22b2128e908e0344b55083cfdec988","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001a0803b223b31b4ccdf7c88ded1ed4aaa67bd5cd03704cd4c64d84456b00f1","2024",Income Tax - Resident Individual,3210000.00,0.00,64480.00,0.00,2182595.00,197478.00
"0013f578c613cfffab5e45ac8cbdb5040d22b2128e908e0344b55083cfdec988","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000a85a4a2f60439286062863c9d0de48d63696c9e6cd85fd078735874699f28","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001a0803b223b31b4ccdf7c88ded1ed4aaa67bd5cd03704cd4c64d84456b00f1","2023",Income Tax - Resident Individual,3670000.00,0.00,84255.00,0.00,2911818.00,197453.00
"001c6fd2c5eb0ae9de6272124be93a4f968db359bde3747a46b2c82a3ad22245","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000e1040f9c2efe2494cef56bc909da59ee4e69932fc84f6b76489718a9ce81c","2024",Income Tax - Resident Individual,5728887.00,1501305.00,139616.00,45567.00,449306.00,13967.00
"000dbce22c24718ffea56fc865bebec8c5deef026b20dd8a8dde0a1de70288bb","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0003184de98394a62dc1266df4b1aab027b8e1cbab726da44d18fb39f815f0f8","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,400045.00
"0005a8381f121a11a2d78e04c033364d1aa34567b5da309af2c73f7a9ec5d957","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0018f77e20141e8344d0c248e444def204e912b73d56b917e60232bd7d24faec","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
cc4d5de99fa52602ac31f59843bfca57d57bece1d9a236d442d2cb495f552294,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,167367.00
"691d69628f337965512bbceb884c19b1951a776749ccf224586afeb3d88caece","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"6aef5517b508494e9599e127f134a81bc12a30eef4dafe150b984f774ca8174b","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,108724.00
"23c8deb8c71b4a0025beb72bf2dd224766c5bbf0b69a5252b9ce6e5225e56f12","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,125214.00
"96ea9ae8eeac3628304d598692f73a21ca603594d587f3f0c3334dc9e24cb6bd","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
daf8ba050d4f4383cef286a7de620e8ad1290bc468e77ead006c4453c046a0c0,"2023",Income Tax - Resident Individual,4953020.00,230950.00,480555.00,0.00,482840.00,214047.00
b49e16d15cd102ff9ca29dd4dd70da24cbda682b1d132407a16080b04f9a0793,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,45175.00
"7b6647c0466f8ac6d393dd61755c2f2c91c3c5734903e13493292fdb5c823c16","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,369206.00
"8e713c3686092e5cb3b22e981f0b95acbc2cfbb06e8dfb06161489f61ecdfadf","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,23929.00
abc1fa60f5ce355b4150d02e77c3757c19f1a7a257114a882780370a787a4363,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,69683.00
"8acaad90ba19788c57ebe26e3155bd924e653049bb7b6e5d61bfc02c228615ff","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,23637.00
c5155fffbacce58ff9a97578330d06dd0efd6d4d941c546449cd3c19557089a4,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,190703.00
"18673ba2c775e7e1486296ce3cb8f01fa2303d6970e0d6713b1a0a1ef5fb4540","2023",Income Tax - Resident Individual,0.00,6312727.00,210000.00,0.00,0.00,787118.00
"05d5564078bfd0a10a813d07d9fb910de2f5e89cf3ade66d71060a69a7c3b172","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e55f1d8a51662dc109e9fd78e061410838e5f6fb40fa2d850dd2b82678330b62,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,85272.00
b4fe866e0ebb6bead91bb10762c464cc72c98cfaf142fe205e9aa60982d20274,"2024",Income Tax - Resident Individual,55125.00,0.00,0.00,0.00,0.00,384096.00
"3f75a80c7172d4bbc9a0e251988efd23642ed9206819f8e813f10ca7e33d6b4b","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,92106.00
"769b2311b79bcabecef8d40dae9c90b93f55030f42658f039f3a9f1fa4ab66a0","2024",Income Tax - Resident Individual,2019200.00,10000.00,16602.57,0.00,1543258.00,43402.00
"7a3c3fa3c069ea49e30522fc442fcdc64cc13208fbf66cdf05c73244ec8376a8","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,45760.00
"412481fb4b693771de9fc02d01a030a0ecba0f76ed5f5b1d4b1f130343ef6eac","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"493ec40950df1ee642de66d420df639854c220b4f00e09f4feabf63971979a1b","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,57719.00
"26dd53843f09a3f7bed103015a6f32b60e680dd4676ac3cba24909d99443d7f3","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"9f10c9d9b695fbd0d47beb4ead6cc46006efef1ac9be8cabb3d42b46deaf3d88","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,75577.00
"2a65a1de6c3c81b75390281d20d6db38b6f960e24c923fc9735f9c4a0b4fd015","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000ac8b5ea1677c3808dd311fc55a89de6410189b70087017909b395c1d2248e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0002d8e587f869d6e3deb9e5fdb52b281aaebe356795e3d9676bd5024c7e658f","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,197043.00
"0003b8de91e21b66b2ac12f4c3f7e122f233263259ccf83897a66b417f97dac7","2023",Income Tax - Resident Individual,303000.00,252505.05,0.00,0.00,0.00,5050.00
"0007ba779dc66e5cdfe3a1821a20fda50cd7ea7771c796a79f2fba49f64baf0b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,507586.00
"0007ba779dc66e5cdfe3a1821a20fda50cd7ea7771c796a79f2fba49f64baf0b","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,562466.00
"0002d8e587f869d6e3deb9e5fdb52b281aaebe356795e3d9676bd5024c7e658f","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,162338.00
"8950eaeece7d6e43f837a3cb6ad7ace69a3e5844a742ae05c0924f7836ffafcc","2023",Income Tax - Resident Individual,10000.00,10000.00,0.00,0.00,0.00,0.00
"5c2ced0a0eca815086be81592593dd9e876703a167cf0a72c881de478e82a979","2024",Income Tax - Company,580000.00,30765.00,6982.00,0.00,434475.00,32281.13
"69b3a4cd714ae5f4bac95e186f2d28d36bcf242cf68b3ec1b384e9af6c08f970","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,73471.00
"7b3074c68444f436dd4bb1ddbe662886021b94bbd60e2b69593fcd3ae1db38e7","2024",Income Tax - Resident Individual,2040000.00,0.00,0.00,26217.00,32215.00,503071.00
"65f90cbf3f7447ded009a26d1c5b94b85021fa519273dedc89a48fd25d6a4933","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,82458.00
"4510916d1e2e02ad62a5a107fccefff2ad0a56c059408eede5c24a32c605d282","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"90d8a8a8006f5c756bb96346dd5015076c08e12c4e7bee408dd4f603a575671b","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,338513.00
"385df95d91b598f26923f2e08811b775fadc08f57f1e99ed54efb7ca2da202a8","2023",Income Tax - Company,2580809.00,79674.00,0.00,10254.00,131234.00,99738.00
"49969c5e4faa29cb7f2a0cad710e29aa2a46c30c68cc8eeecca1ff4ef0e4a21d","2023",Income Tax - Resident Individual,3046000.00,2244250.00,0.00,0.00,0.00,149125.00
"2268d926b08022b495aca21d53525bf810d6cc12149c7deb17bc710c19baefe3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
f56c5c71a84a4ab6d54c6383fd2aa743151c701288185a47b97283fdd6008ae9,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,7233.00
"35baa6884a536a027dbe9d4120e78e9de617eaee15dedc13786f4b86ab4b41da","2023",Income Tax - Resident Individual,3650000.00,386000.00,0.00,3501.25,62931.00,0.00
"9a74577ae6d7005a07f38dd8e5efd12cd1c81c13458709c333a5fd3f40fa6a4a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4912415054cbc603f099fd112f737df5c3b118844f0ae80aed08cd28e353aede","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,578046.00
"4f19a8d9d296a3c80ff89589a4350416c1d3c323f16ad13b37f5fcd9cb9740a6","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
adb56416533d38b5b3174f27c265585e64513e76b5fbb83e632ac58199bd4dc5,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"7819f4c18ac3646ede6b3c887d692f8ff763a917ac83d5d423939daaeca7e2f2","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,102991.00
"0008b8f6b444157445d8efd978057ec092bc65d0d2b2e698660d4fdff4869d79","2023",Income Tax - Resident Individual,505995.00,0.00,0.00,0.00,0.00,0.00
"000b1e9e7f4777322e7449d161e60401ed166674a3a4a94647c2f29a112672a0","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,5299.00
"000b1e9e7f4777322e7449d161e60401ed166674a3a4a94647c2f29a112672a0","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"001c7b81c7502280156e7c1e37540a76cd7b0515fbf1b792165acd54db3c59fb","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0176c439a1f2bf8c7fca7ae5c4e699a26f0ec1cb1c196e2b26e9f086974dd41d","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"7e19778080e3f98bd2f55561db90981c83885227202ed390420098dedb21e93f","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,71409.00
"448698c32a53086e8612e3cda53850e768d3b55490b32d5fae6036e9c47a24d2","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,138347.00
f43f59d26c9fec50baaf36bdf6cecbbdbab4c7cd18de1e8061ca5b49947f6695,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"98618e381ba1c96b93197802a7a8da026384d320730ca685990459afd8dd2fe6","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
a05f1fb741d3d8b635175aa76a2c59df9e386260dd85bc297c86faf7002c14d0,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,246847.00
"44d83a9929d1a4218e06ebb84e1d8f547e67dfcc96d052fd5e06e6932938b087","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"245779893ad20f148d1f6359c328209e10084062c5cd01438d61d981d5fd1876","2023",Income Tax - Company,22931452.00,89240.00,713288.00,547540.00,6321021.00,30385.46
b7d72bfb02a90d8735dfc7e117796e81155199e319317b8753bd84a21c865609,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00036988743e6a0776266b59e82177946a87c71f537f3c5835baa6c78c28f5c3","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,13770.00
"00036988743e6a0776266b59e82177946a87c71f537f3c5835baa6c78c28f5c3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c7215614ca8b3315b473f0b0568073c5fadb5e28a6f5081e3191dcfd89a36742,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,52608.00
"0eb847593c6a25651fc5538f30b4ff2bf8a5c9e96720aa0e54f5b264fedda38c","2024",Income Tax - Company,1.00,0.00,0.00,0.00,0.00,0.30
"48c21dd1bb732b2fbe7eb2a65c026e347b33bc8941a502aba237d122301b11a8","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,5497.00
"160f1881fdec1e2376a6eeae5b35e17da805693fa3fedbe1b8462d0330519848","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4002faad0375e4b59c81f08ee5db287aa0540d3e0822b8159749c42f3bf5dbc4","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,284103.00
c8b1c36d7ec85f4a9697a4e08b59cd159607227c42b5b0df6a87d318ac16eeaa,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e856999a1168b9b0326082d814cca57aa211c8a19da1675d0e88263ebf18b7f5,"2023",Income Tax - Company,221300620.00,21626927.00,344329.00,99257811.00,26921281.00,286611.60
f2b020639691fea9bca732c2c9509ee081dcfef77ba5c964a2d49a1b49f4271f,"2023",Income Tax - Company,159907000.00,43115000.00,17326000.00,1506000.00,1874000.00,0.00
a6b92fb1406d456801f824e6eaa2d1c16c9a6985a6f7f547f62abecfc57984fd,"2024",Income Tax - Resident Individual,57964.00,0.00,0.00,0.00,0.00,436445.00
c8ea5bb098aef2f4d8b97e1c4383afdfde3e717dcf843302d136e70b4a2e57f6,"2023",Income Tax - Partnership,11981948.00,1654600.00,630500.00,120590.00,728600.00,0.00
"69c93b93a9bc6c3901ffca2299cba3dc338d9705058476d41d69ab889c348198","2023",Income Tax - Resident Individual,1.00,0.00,0.00,0.00,0.00,0.00
cf9ebf0c2e11dbc75c609131863c0f36d3bb515d917191e2b9113696fce28611,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,19141.00
"08d98ddf5b07de1f2a6bccb45fb72a5b6245a43291ebd3ede7376fc770a194af","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0003350e1c885d8e227e14054653bd1a92475a357d3ea19661f6ca94a9b8692e","2024",Income Tax - Resident Individual,10899.00,0.00,0.00,0.00,0.00,1191026.00
"00051ee59b3c02cbb8118c9e6c46a660b031888a5a9b982fced2d61f2943c1c3","2024",Income Tax - Company,4135917.00,0.00,314326.00,0.00,3610627.00,63289.08
"0017f0aff2aa5e8e897d2a7f5b01baf8aecba139f35e1629e7409e85b62efb1a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1599419.00
"00051ee59b3c02cbb8118c9e6c46a660b031888a5a9b982fced2d61f2943c1c3","2023",Income Tax - Company,13560858.00,349252.00,0.00,0.00,12867080.00,103358.10
"00094ca48ec46082be355535da841886911ca508eef311c80d0f045fe510da8e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,232745.00
"00024f6890a8f45fc52bb0a7df5452063a66fd4b6d90fba651c3b9415814f8d3","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,139520.00
"00018bd4ca1a97844dcfed08b422cbed469e45d5ac8e7c687b8773acac0c3756","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"000d39982c84d8da0336697b6bb4b9c9b3fcbffdd93b688e0b33dfcd3b325778","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,229442.00
"000cce564864fd3fc477c3313b852b46b1340b58182b80e8dfbfe5867c1258cc","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,21276.00
"00018bd4ca1a97844dcfed08b422cbed469e45d5ac8e7c687b8773acac0c3756","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0016dff12bd8caafe59e4fbb77a69536f9276e8044064491c2cd43dbeacc6f14","2023",Income Tax - Resident Individual,1.00,0.00,0.00,0.00,0.00,506476.00
"0017c407c517fda5b866d78ce8386aa08584c9d6a18f5762b5a105ede7c34eca","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,127179.00
"00094ca48ec46082be355535da841886911ca508eef311c80d0f045fe510da8e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,163210.00
"000d39982c84d8da0336697b6bb4b9c9b3fcbffdd93b688e0b33dfcd3b325778","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,189942.00
"0017c407c517fda5b866d78ce8386aa08584c9d6a18f5762b5a105ede7c34eca","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,135091.00
"0003350e1c885d8e227e14054653bd1a92475a357d3ea19661f6ca94a9b8692e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1241353.00
"00024f6890a8f45fc52bb0a7df5452063a66fd4b6d90fba651c3b9415814f8d3","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,185230.00
"0017f0aff2aa5e8e897d2a7f5b01baf8aecba139f35e1629e7409e85b62efb1a","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1426652.00
"0016dff12bd8caafe59e4fbb77a69536f9276e8044064491c2cd43dbeacc6f14","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,283550.00
"1716e0f8287e51df4ba34a02551182560b9fbd054b509a9ea08ba1c6b851c139","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,170802.00
"5ab14d65de554ecfa2440d348e7bfc0999d1a8e09b1124cdd37ccea2cfeb0980","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
cd0bdfc7eb0fe00c942146a5f959b1d4e69303de347ba0c097f4359020e8a0a5,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"16e60a52ac2cb0713c1b2699bf14fb8634c0388bae955e2bd3291acffbb0b295","2023",Income Tax - Company,484620.40,0.00,240000.00,0.00,0.00,0.00
"4fb2069102af57230fce1e76a8d643849afe098fb1680e964b45463d05cab0c1","2024",Income Tax - Company,39047.00,10000.00,0.00,21967.00,293748.00,11714.10
"1f6136205a693359662509ff457171e630189c82d0661e6740d8ce7045e3ba62","2024",Income Tax - Resident Individual,45720.00,38107.62,0.00,0.00,0.00,377407.00
"2a55072318b6de79325b1da410a01d9e4a8acaada3ad674115282b4c43de96bf","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
c0bab5f384aaee7f2b3233050179193be2736947242e805608091e8e3ee5fc49,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,56091.00
"0df1fb6ef7023a23dbfec0f566fcc753a7691b3e3329912586b741a21f1da13f","2024",Income Tax - Resident Individual,2614234.48,348349.82,136033.00,20463.41,194432.27,0.00
de35344489bdbcacd5cb30ec046546b6babc67dd1cf2adaf75a03209e737ae4f,"2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4a8686d7ccc987713d2908a419871c21cf4025f1edc8472e9c894d380509205e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,182800.00
"24e9f615d43160b7281f47a69b5062264a83125741ac2391cf61aef948ca93f9","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"9c513c4506d7d431eedad7e99ed3bc51fdd248ffd8295b22ff16103914377507","2023",Income Tax - Company,17701916.00,140000.00,359177.00,72174.00,14515659.00,0.00
"7eb562a70ae157bd7b15eace10b58aafc2a6b243429a68c62fbae08e96f466f5","2024",Income Tax - Resident Individual,37800.00,0.00,0.00,0.00,0.00,105741.00
"00035c19a178ff5f5984eff3e8a4ecce351920bf8f5b663a38fe9e83ea116e65","2023",Income Tax - Resident Individual,126840.00,86550.00,0.00,0.00,0.00,4029.00
"0012900bb6a014798f199529e7e34f2b1b35a5836f0f7d2de8578963f367393a","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,1280.00
"0004e75715bacfad022d02317c07fc6e0aa8621b8505ce55adf3b10f377b45d2","2024",Income Tax - Company,9000.00,40000.00,2917.00,0.00,0.00,0.00
"00057d19fd888439bcc0e67a5e76b1a8c3ef3a981e05cd8adaed2a5fac80f244","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,89210.00
"000a823712d759c999219b5b081cda3326b91f7f1448dacce673ecd68293bc27","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0004e75715bacfad022d02317c07fc6e0aa8621b8505ce55adf3b10f377b45d2","2023",Income Tax - Company,693600.00,448094.00,555775.00,6680.00,94200.00,0.00
"0013b501e98f7c105e176403d86a050aeca3cc6c411ed128eb691e9b7caa767c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,123194.00
"9fc333e6cba9d3c0e0c5f0dd144be0d2929d33c6aae1c042b0a3e21fd1bd37d2","2023",Income Tax - Company,21958.00,0.00,0.00,0.00,0.00,6587.40
"25266cc43734fcb4db0a9e5c87f945fb0a92388dce7448bd75e37c041543e1f1","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
b80444583e11063022596dce19c1e9c93121953d9977ddd133dd0d7259164361,"2023",Income Tax - Company,22510253.00,20000.00,0.00,3700.00,6679184.00,41634.90
"1a69512654fd2ac802cc1730173e387ac7ae5562c6393726e2f2a3a8861b9ebf","2023",Income Tax - Resident Individual,1143260.00,420240.00,0.00,0.00,0.00,114318.00
"464f95c4b451ffbf9ae363932e104ecd07a13e91b392f0d9313916f3fb9e0605","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,14413.00
"7e7200f336cea1be22bc5394a5926d18610faeb77e14e20cb86ab857a8e63859","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"7ee0145324261f47548a93708a75b0314ad1c46db5e5b00c7d5a94bd70fb93d1","2024",Income Tax - Company,7108592.00,40000.00,57024.00,25799.00,6156661.00,0.00
b90033723c7504b20fda575dc1f55c57cef596ca33d19d57d9b340fe97838527,"2023",Income Tax - Resident Individual,2276189.00,162475.00,10000.00,9444.00,132500.00,3034.00
"393f59ca0813ea60454c9f44def6984367a87ea09abf9c698b294c8852473794","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,29083.00
"52fd22234dda123e2ae217a72a0182e39a868672f67e8b784916ad69719a168c","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,109297.00
"0002f5de1d738231d93c60e0d7124c03532457399ab6b48e1a666a8bc1271c0d","2023",Income Tax - Company,9366808.00,197507.00,1800365.00,23351.00,9687017.00,0.00
"0019712519ddf8407742879d975c62314de99039bee66404473a65d553c9eccf","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,240328.00
"0016f7e7524cee28d560944a42d1c17f9d3478c8aea4f54723675ee6c0cd9549","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00109fbe48dd60058e38d7b9a51c5ac73a67b1f39aca6d166c8e41daef861d09","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,223154.00
"001aa5b7bae2e8d446316d88638c2d09990343c86dd3fac77e688cf18235ef45","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"0010641400c883f6cfdec63141cf351afe83cd238ebad62b6fa074a32189db7e","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"00109fbe48dd60058e38d7b9a51c5ac73a67b1f39aca6d166c8e41daef861d09","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,238060.00
"0002f5de1d738231d93c60e0d7124c03532457399ab6b48e1a666a8bc1271c0d","2024",Income Tax - Company,6224115.00,252397.00,2477581.00,94815.00,2636237.00,0.00
"0009f36f1bc21f9627b6912d48f9b41a3d59ea96916f888139ddf326a3edb8fa","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
e2f5c6b1296f2ab39549c2ba5cfa07f6522aa5114ec31f226dee9e1779a083ea,"2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"65297138a536aef993078310de0ef5ad57e0181de22d8263e3c490a36ae7c5b7","2023",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,0.00
"4d4d0039aeb2767ac78419ab6b1f40d6082298e8e7511cd3aadee9da45a14c6e","2024",Income Tax - Resident Individual,0.00,0.00,0.00,0.00,0.00,292903.00
